,id,conversation_id,created_at,date,time,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
11,1.49814E+17,1.49814E+17,1.32455E+12,12/22/2011,11:30:10,0,,Model S options are out! Performance in red and black for me.  I will deliver my car in June/July.  http://t.co/acnyP4nh,en,[],[],44196397,44196397,elonmusk,Elon Musk,4,11,https://twitter.com/elonmusk/status/149813972915339264,[],['https://pbs.twimg.com/media/AhQ_A75CQAAYXlN.jpg'],1,https://pbs.twimg.com/media/AhQ_A75CQAAYXlN.jpg,FALSE,444,40,52,,None,,,,,,,[],,,,
12,1.49788E+17,1.49788E+17,1.32455E+12,12/22/2011,9:46:16,0,,"Hi, I'm Art Garfunkel. Have you heard the sound of silence? Because, you know, it makes a sound...  http://t.co/7vgya9xL",en,[],[],44196397,44196397,elonmusk,Elon Musk,4,9,https://twitter.com/elonmusk/status/149787827712958464,[],['https://pbs.twimg.com/media/AhQnPFbCIAAEyYJ.jpg'],1,https://pbs.twimg.com/media/AhQnPFbCIAAEyYJ.jpg,FALSE,896,86,150,,None,,,,,,,[],,,,
13,1.49689E+17,1.49689E+17,1.32452E+12,12/22/2011,3:12:52,0,,Raul Campos invited me to do a guest DJ gig on KCRW.  Hear my random holiday season music selections at  http://t.co/o6FQASvC,en,[],[],44196397,44196397,elonmusk,Elon Musk,4,3,https://twitter.com/elonmusk/status/149688828599349251,['http://ow.ly/87gEb'],[],0,,FALSE,9,6,4,,None,,,,,,,[],,,,
14,1.4963E+17,1.4963E+17,1.32451E+12,12/21/2011,11:17:11,0,,Yum! Even better than deep fried butter:  http://t.co/Ody21NuD,en,[],[],44196397,44196397,elonmusk,Elon Musk,3,23,https://twitter.com/elonmusk/status/149629518267695104,['http://ow.ly/877EB'],[],0,,FALSE,10,7,2,,None,,,,,,,[],,,,
15,1.49448E+17,1.49448E+17,1.32447E+12,12/21/2011,11:13:59,0,,"Yeah, this really is me, as my Mom @mayemusk will attest. Not sure I can handle just doing 140 char missives. Will put longer thoughts on G+",en,[],[],44196397,44196397,elonmusk,Elon Musk,3,11,https://twitter.com/elonmusk/status/149447517325635584,[],[],0,,FALSE,34,11,4,,None,,,,,,,[],,,,
16,1.49444E+17,1.49444E+17,1.32447E+12,12/21/2011,11:00:19,0,,"Got called randomly by Kanye West today and received a download of his thoughts, ranging from shoes to Moses. He was polite, but opaque.",en,[],[],44196397,44196397,elonmusk,Elon Musk,3,11,https://twitter.com/elonmusk/status/149444078210256896,[],[],0,,FALSE,1068,19,546,,None,,,,,,,[],,,,
17,1.49441E+17,1.49441E+17,1.32446E+12,12/21/2011,10:48:29,0,,His singing and acting talent will be sorely missed:   http://t.co/IIFKob75 South Park sequel coming soon...,en,[],[],44196397,44196397,elonmusk,Elon Musk,3,10,https://twitter.com/elonmusk/status/149441101684686848,['http://www.youtube.com/watch?v=jdug6yHJB40&feature=related'],[],0,,FALSE,32,6,2,,None,,,,,,,[],,,,
18,1.4944E+17,1.4944E+17,1.32446E+12,12/21/2011,10:42:52,0,,Why does the crowd cry over the glorious leader Kim Il Sung's death?  Fear of being shot may play a role:   http://t.co/hoQrYtG1,en,[],[],44196397,44196397,elonmusk,Elon Musk,3,10,https://twitter.com/elonmusk/status/149439686702661632,['http://ow.ly/86gDA'],[],0,,FALSE,23,20,9,,None,,,,,,,[],,,,
19,1.49436E+17,1.49436E+17,1.32446E+12,12/21/2011,10:30:05,0,,Sam Harris also wrote a nice piece on the awesomeness of Hitchens:  http://t.co/fPkLiK3v May the good man RIP.,en,[],[],44196397,44196397,elonmusk,Elon Musk,3,10,https://twitter.com/elonmusk/status/149436471764459520,['http://www.samharris.org/blog/item/hitch/'],[],0,,FALSE,103,12,21,,None,,,,,,,[],,,,
20,1.49436E+17,1.49436E+17,1.32446E+12,12/21/2011,10:26:51,0,,"Read ""Lying"", the new book by my friend Sam Harris.  Excellent cover art and lots of good reasons not to lie!",en,[],[],44196397,44196397,elonmusk,Elon Musk,3,10,https://twitter.com/elonmusk/status/149435658115612672,[],[],0,,FALSE,60,12,13,,None,,,,,,,[],,,,
21,1.43171E+17,1.43171E+17,1.32297E+12,12/4/2011,3:33:52,0,,Am reading a great biography of Ben Franklin by Isaacson. Highly recommended.,en,[],[],44196397,44196397,elonmusk,Elon Musk,7,3,https://twitter.com/elonmusk/status/143171132814671872,[],[],0,,FALSE,65,17,9,,None,,,,,,,[],,,,
22,1.42881E+17,1.42881E+17,1.3229E+12,12/3/2011,8:22:07,0,,That was a total non sequitur btw,en,[],[],44196397,44196397,elonmusk,Elon Musk,6,8,https://twitter.com/elonmusk/status/142881284019060736,[],[],0,,FALSE,53,31,6,,None,,,,,,,[],,,,
23,1.42881E+17,1.42881E+17,1.3229E+12,12/3/2011,8:20:28,0,,"Great Voltaire quote, arguably better than Twain. Hearing news of his own death, Voltaire replied the reports were true, only premature.",en,[],[],44196397,44196397,elonmusk,Elon Musk,6,8,https://twitter.com/elonmusk/status/142880871391838208,[],[],0,,FALSE,29,7,25,,None,,,,,,,[],,,,
24,1.42188E+17,1.42188E+17,1.32274E+12,12/1/2011,10:29:04,0,,I made the volume on the Model S  http://t.co/wMCnT53M go to 11.  Now I just need to work in a miniature Stonehenge...,en,[],[],44196397,44196397,elonmusk,Elon Musk,4,10,https://twitter.com/elonmusk/status/142188458125963264,['http://ow.ly/i/mtD7'],[],0,,FALSE,78,31,9,,None,,,,,,,[],,,,
25,1.4218E+17,1.4218E+17,1.32273E+12,12/1/2011,9:55:11,0,,"Went to Iceland on Sat to ride bumper cars on ice!  No, not the country, Vlad's rink in Van Nuys. Awesome family fun :)  http://t.co/rBQXJ9IT",en,[],[],44196397,44196397,elonmusk,Elon Musk,4,9,https://twitter.com/elonmusk/status/142179928203460608,[],['https://pbs.twimg.com/media/Afkf5DMCAAEJGFr.jpg'],1,https://pbs.twimg.com/media/Afkf5DMCAAEJGFr.jpg,FALSE,189,32,15,,None,,,,,,,[],,,,
26,15434727182,15434727182,1.27568E+12,6/4/2010,6:31:57,0,,"Please ignore prior tweets, as that was someone pretending to be me :)  This is actually me.",en,[],[],44196397,44196397,elonmusk,Elon Musk,5,18,https://twitter.com/elonmusk/status/15434727182,[],[],0,,FALSE,4652,391,348,,None,,,,,,,[],,,,
